instance_id,1_outcome,1_patterns,1_step,1_cost,2_outcome,2_patterns,2_step,2_cost,3_outcome,3_patterns,3_step,3_cost
django__django-14534,unresolved,plan_compliance,13,0.020160,unresolved,plan_compliance,13,0.020160,unresolved,plan_compliance,8,0.007655
django__django-14539,unresolved,oscillation_self_loop,14,0.020246,resolved,oscillation_self_loop,14,0.020246,resolved,oscillation_self_loop,17,0.024409
django__django-14559,resolved,"oscillation_self_loop,plan_compliance",8,0.008818,resolved,"oscillation_self_loop,plan_compliance",8,0.008818,resolved,plan_compliance,10,0.013467
django__django-14580,unresolved,,23,0.033061,unresolved,,23,0.033061,unresolved,"oscillation_self_loop,plan_compliance",5,0.003744
django__django-14608,unresolved,"oscillation_self_loop,plan_compliance",8,0.007979,unresolved,"oscillation_self_loop,plan_compliance",8,0.007979,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",29,0.067330
django__django-14631,unresolved,"oscillation_self_loop,plan_compliance",15,0.020971,unresolved,"oscillation_self_loop,plan_compliance",15,0.020971,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",22,0.037280
django__django-14672,resolved,"oscillation_self_loop,plan_compliance",6,0.006857,resolved,"oscillation_self_loop,plan_compliance",6,0.006857,resolved,"oscillation_self_loop,plan_compliance",6,0.006989
django__django-14725,unresolved,"dwell_P,oscillation_self_loop,plan_compliance",18,0.025247,unresolved,"dwell_P,oscillation_self_loop,plan_compliance",18,0.025247,unresolved,"dwell_P,oscillation_self_loop,plan_compliance",13,0.019750
django__django-14752,resolved,"oscillation_self_loop,plan_compliance",6,0.005237,resolved,"oscillation_self_loop,plan_compliance",6,0.005237,resolved,"oscillation_self_loop,plan_compliance",6,0.004781
django__django-14765,resolved,"oscillation_self_loop,plan_compliance",8,0.007315,resolved,"oscillation_self_loop,plan_compliance",8,0.007315,resolved,"oscillation_self_loop,plan_compliance",8,0.007709
django__django-14771,unresolved,"oscillation_self_loop,plan_compliance",8,0.006921,unresolved,"oscillation_self_loop,plan_compliance",8,0.006921,resolved,"oscillation_self_loop,plan_compliance",8,0.005375
django__django-14787,unresolved,,16,0.017692,resolved,,16,0.017692,resolved,,12,0.010417
django__django-14792,unresolved,"oscillation_self_loop,plan_compliance",7,0.007934,unresolved,"oscillation_self_loop,plan_compliance",7,0.007934,unresolved,"oscillation_self_loop,plan_compliance",7,0.006866
django__django-14855,resolved,"oscillation_self_loop,plan_compliance",8,0.007203,resolved,"oscillation_self_loop,plan_compliance",8,0.007203,resolved,"oscillation_self_loop,plan_compliance",7,0.006054
django__django-14915,unresolved,"oscillation_self_loop,plan_compliance",9,0.010375,unresolved,"oscillation_self_loop,plan_compliance",9,0.010375,resolved,"oscillation_self_loop,plan_compliance",7,0.007052
django__django-14999,unresolved,"oscillation_self_loop,plan_compliance",7,0.008595,unresolved,"oscillation_self_loop,plan_compliance",7,0.008595,resolved,"oscillation_self_loop,plan_compliance",8,0.009146
django__django-15022,unresolved,"dwell_V,oscillation_self_loop,repeated_view",29,0.067780,unresolved,"dwell_V,oscillation_self_loop,repeated_view",29,0.067780,unresolved,"oscillation_self_loop,plan_compliance",9,0.009825
django__django-15037,unresolved,"dwell_V,plan_compliance",47,0.117639,unresolved,"dwell_V,plan_compliance",47,0.117639,unresolved,"dwell_V,oscillation_self_loop,plan_compliance,repeated_view",33,0.088248
django__django-15098,unresolved,"dwell_L_reproduce,oscillation_self_loop,plan_compliance,repeated_view",26,0.021113,unresolved,"dwell_L_reproduce,oscillation_self_loop,plan_compliance,repeated_view",26,0.021113,unresolved,"oscillation_self_loop,plan_compliance",9,0.011263
django__django-15103,unresolved,"oscillation_self_loop,plan_compliance",8,0.008148,unresolved,"oscillation_self_loop,plan_compliance",8,0.008148,unresolved,"oscillation_self_loop,plan_compliance",8,0.008912
django__django-15104,resolved,"oscillation_self_loop,plan_compliance",7,0.005152,resolved,"oscillation_self_loop,plan_compliance",7,0.005152,resolved,,8,0.006343
django__django-15127,unresolved,,21,0.015448,unresolved,,21,0.015448,unresolved,"oscillation_self_loop,plan_compliance",10,0.007469
django__django-15128,unresolved,"oscillation_self_loop,repeated_view",46,0.116786,unresolved,"oscillation_self_loop,repeated_view",46,0.116786,unresolved,"dwell_V,oscillation_self_loop,repeated_view",39,0.080386
django__django-15161,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",13,0.015987,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",13,0.015987,unresolved,repeated_view,20,0.039250
django__django-15252,unresolved,"oscillation_self_loop,plan_compliance",6,0.003452,unresolved,"oscillation_self_loop,plan_compliance",6,0.003452,unresolved,plan_compliance,7,0.003970
django__django-15268,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",11,0.013586,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",11,0.013586,unresolved,"oscillation_self_loop,plan_compliance",13,0.017940
django__django-15277,resolved,"oscillation_self_loop,plan_compliance",9,0.010195,resolved,"oscillation_self_loop,plan_compliance",9,0.010195,resolved,"oscillation_self_loop,plan_compliance",7,0.006665
django__django-15278,unresolved,"dwell_V,oscillation_self_loop",25,0.037352,resolved,"dwell_V,oscillation_self_loop",25,0.037352,resolved,dwell_L_reproduce,32,0.045928
django__django-15280,unresolved,dwell_L_reproduce,50,0.117853,unresolved,dwell_L_reproduce,50,0.117853,unresolved,"dwell_L_navigate,oscillation_self_loop",18,0.039391
django__django-15315,resolved,"dwell_L_reproduce,oscillation_self_loop",19,0.026040,resolved,"dwell_L_reproduce,oscillation_self_loop",19,0.026040,resolved,"dwell_V,oscillation_self_loop",19,0.027725
django__django-15368,resolved,"oscillation_self_loop,plan_compliance",8,0.009473,resolved,"oscillation_self_loop,plan_compliance",8,0.009473,resolved,"oscillation_self_loop,plan_compliance",7,0.006270
django__django-15375,unresolved,"oscillation_self_loop,plan_compliance",7,0.006469,unresolved,"oscillation_self_loop,plan_compliance",7,0.006469,unresolved,oscillation_self_loop,47,0.134361
django__django-15380,unresolved,oscillation_self_loop,9,0.007697,unresolved,oscillation_self_loop,9,0.007697,resolved,"oscillation_self_loop,plan_compliance",7,0.005101
django__django-15382,unresolved,"dwell_L_reproduce,oscillation_self_loop",29,0.044467,unresolved,"dwell_L_reproduce,oscillation_self_loop",29,0.044467,unresolved,oscillation_self_loop,48,0.132698
django__django-15467,resolved,"oscillation_self_loop,plan_compliance",8,0.007516,resolved,"oscillation_self_loop,plan_compliance",8,0.007516,resolved,"oscillation_self_loop,plan_compliance",9,0.008253
django__django-15499,resolved,"oscillation_self_loop,plan_compliance",8,0.009257,unresolved,"oscillation_self_loop,plan_compliance",8,0.009257,resolved,"oscillation_self_loop,plan_compliance",8,0.009871
django__django-15503,unresolved,"oscillation_self_loop,plan_compliance",8,0.008653,unresolved,"oscillation_self_loop,plan_compliance",8,0.008653,unresolved,"oscillation_self_loop,plan_compliance",6,0.006095
django__django-15525,unresolved,"oscillation_self_loop,plan_compliance",5,0.005529,unresolved,"oscillation_self_loop,plan_compliance",5,0.005529,unresolved,"oscillation_self_loop,plan_compliance",9,0.013041
django__django-15554,unresolved,plan_compliance,14,0.024293,unresolved,plan_compliance,14,0.024293,unresolved,"dwell_L_reproduce,repeated_view",48,0.132291
django__django-15561,resolved,"dwell_L_reproduce,plan_compliance",39,0.086010,resolved,"dwell_L_reproduce,plan_compliance",39,0.086010,resolved,"oscillation_self_loop,plan_compliance",8,0.004583
django__django-15563,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",18,0.030814,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",18,0.030814,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",11,0.016134
django__django-15569,resolved,"oscillation_self_loop,plan_compliance",6,0.004756,resolved,"oscillation_self_loop,plan_compliance",6,0.004756,resolved,"oscillation_self_loop,plan_compliance",5,0.003898
django__django-15572,unresolved,,13,0.011355,resolved,,13,0.011355,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",13,0.017250
django__django-15629,unresolved,"oscillation_self_loop,plan_compliance",10,0.014323,unresolved,"oscillation_self_loop,plan_compliance",10,0.014323,unresolved,"dwell_V,oscillation_self_loop",29,0.061754
django__django-15695,unresolved,"oscillation_self_loop,plan_compliance",11,0.018216,unresolved,"oscillation_self_loop,plan_compliance",11,0.018216,unresolved,"oscillation_self_loop,plan_compliance",9,0.011684
django__django-15731,resolved,"dwell_L_reproduce,oscillation_self_loop",24,0.025956,resolved,"dwell_L_reproduce,oscillation_self_loop",24,0.025956,resolved,dwell_L_reproduce,19,0.022613
django__django-15732,unresolved,"dwell_L_navigate,dwell_L_reproduce,plan_compliance,repeated_view",52,0.216029,unresolved,"dwell_L_navigate,dwell_L_reproduce,plan_compliance,repeated_view",52,0.216029,unresolved,"dwell_V,oscillation_self_loop",29,0.066469
django__django-15741,unresolved,"oscillation_self_loop,plan_compliance",7,0.005624,resolved,"oscillation_self_loop,plan_compliance",7,0.005624,unresolved,"oscillation_self_loop,plan_compliance",6,0.004355
django__django-15814,resolved,"dwell_V,oscillation_self_loop,repeated_view",31,0.042231,resolved,"dwell_V,oscillation_self_loop,repeated_view",31,0.042231,resolved,"oscillation_self_loop,plan_compliance",7,0.006815
django__django-15851,resolved,oscillation_self_loop,7,0.004903,resolved,oscillation_self_loop,7,0.004903,resolved,"dwell_L_reproduce,oscillation_self_loop,plan_compliance",17,0.017494
django__django-15863,resolved,,13,0.016508,resolved,,13,0.016508,resolved,,12,0.012249
django__django-15916,unresolved,dwell_V,24,0.036925,unresolved,dwell_V,24,0.036925,unresolved,,16,0.016878
django__django-15930,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",14,0.029604,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",14,0.029604,unresolved,"dwell_L_reproduce,repeated_view",73,0.307215
django__django-15957,unresolved,"dwell_L_reproduce,dwell_V,plan_compliance",42,0.074856,unresolved,"dwell_L_reproduce,dwell_V,plan_compliance",42,0.074856,unresolved,"dwell_L_reproduce,dwell_V,oscillation_self_loop,plan_compliance",52,0.088341
django__django-15973,unresolved,"dwell_L_navigate,oscillation_self_loop",24,0.016715,unresolved,"dwell_L_navigate,oscillation_self_loop",24,0.016715,unresolved,"dwell_L_reproduce,plan_compliance",25,0.085901
django__django-15987,resolved,"oscillation_self_loop,plan_compliance",8,0.009959,unresolved,"oscillation_self_loop,plan_compliance",8,0.009959,resolved,"oscillation_self_loop,plan_compliance",6,0.006182
django__django-16032,unresolved,"dwell_L_navigate,dwell_V,repeated_view",48,0.169515,unresolved,"dwell_L_navigate,dwell_V,repeated_view",48,0.169515,unresolved,"dwell_L_navigate,dwell_V,oscillation_self_loop,repeated_view",32,0.099844
django__django-16082,resolved,"oscillation_self_loop,plan_compliance",12,0.015919,resolved,"oscillation_self_loop,plan_compliance",12,0.015919,resolved,"dwell_V,plan_compliance",22,0.032116
django__django-16100,unresolved,"oscillation_self_loop,plan_compliance",12,0.015197,resolved,"oscillation_self_loop,plan_compliance",12,0.015197,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",20,0.034096
django__django-16116,resolved,repeated_view,15,0.018035,unresolved,repeated_view,15,0.018035,resolved,"oscillation_self_loop,plan_compliance",7,0.004307
django__django-16136,resolved,"oscillation_self_loop,plan_compliance",6,0.005525,resolved,"oscillation_self_loop,plan_compliance",6,0.005525,resolved,"oscillation_self_loop,plan_compliance",6,0.004567
django__django-16139,resolved,"oscillation_self_loop,plan_compliance",7,0.006926,resolved,"oscillation_self_loop,plan_compliance",7,0.006926,resolved,"oscillation_self_loop,plan_compliance",7,0.007515
django__django-16145,resolved,"oscillation_self_loop,plan_compliance",6,0.005387,resolved,"oscillation_self_loop,plan_compliance",6,0.005387,resolved,dwell_V,16,0.017583
django__django-16255,resolved,"oscillation_self_loop,plan_compliance",7,0.004304,resolved,"oscillation_self_loop,plan_compliance",7,0.004304,resolved,"oscillation_self_loop,plan_compliance",6,0.005475
django__django-16256,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",20,0.032869,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",20,0.032869,unresolved,"oscillation_self_loop,plan_compliance",13,0.014039
django__django-16263,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",13,0.019019,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",13,0.019019,unresolved,"oscillation_self_loop,plan_compliance",11,0.011831
django__django-16315,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",20,0.039915,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",20,0.039915,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",13,0.025068
django__django-16333,resolved,"oscillation_self_loop,plan_compliance",8,0.007570,resolved,"oscillation_self_loop,plan_compliance",8,0.007570,resolved,"oscillation_self_loop,plan_compliance",6,0.003905
django__django-16429,resolved,dwell_V,49,0.087702,resolved,dwell_V,49,0.087702,resolved,,17,0.018091
django__django-16454,unresolved,,13,0.015086,unresolved,,13,0.015086,unresolved,"oscillation_self_loop,plan_compliance",8,0.009510
django__django-16485,resolved,,13,0.014369,resolved,,13,0.014369,resolved,,13,0.016483
django__django-16493,unresolved,"oscillation_self_loop,plan_compliance",7,0.006313,unresolved,"oscillation_self_loop,plan_compliance",7,0.006313,resolved,"dwell_V,oscillation_self_loop",28,0.041007
django__django-16502,unresolved,,18,0.018705,unresolved,,18,0.018705,unresolved,"dwell_L_reproduce,plan_compliance,repeated_view",50,0.112222
django__django-16527,resolved,"oscillation_self_loop,plan_compliance",6,0.003050,resolved,"oscillation_self_loop,plan_compliance",6,0.003050,resolved,"oscillation_self_loop,plan_compliance",7,0.003396
django__django-16560,unresolved,"oscillation_self_loop,plan_compliance",8,0.007395,unresolved,"oscillation_self_loop,plan_compliance",8,0.007395,unresolved,"oscillation_self_loop,plan_compliance",20,0.025603
django__django-16569,resolved,,12,0.009012,resolved,,12,0.009012,resolved,plan_compliance,10,0.010016
django__django-16595,resolved,"oscillation_self_loop,plan_compliance",7,0.007036,resolved,"oscillation_self_loop,plan_compliance",7,0.007036,resolved,"oscillation_self_loop,plan_compliance",7,0.005232
django__django-16612,resolved,plan_compliance,7,0.004799,resolved,plan_compliance,7,0.004799,resolved,plan_compliance,7,0.004438
django__django-16631,unresolved,"oscillation_self_loop,plan_compliance",9,0.008758,unresolved,"oscillation_self_loop,plan_compliance",9,0.008758,unresolved,"oscillation_self_loop,plan_compliance",10,0.014510
django__django-16642,resolved,oscillation_self_loop,15,0.021583,unresolved,oscillation_self_loop,15,0.021583,unresolved,"oscillation_self_loop,plan_compliance",9,0.009272
django__django-16661,unresolved,"oscillation_self_loop,plan_compliance",7,0.005917,resolved,"oscillation_self_loop,plan_compliance",7,0.005917,unresolved,oscillation_self_loop,12,0.014696
django__django-16662,resolved,dwell_V,34,0.058626,resolved,dwell_V,34,0.058626,resolved,"oscillation_self_loop,plan_compliance",10,0.008906
django__django-16667,unresolved,"oscillation_self_loop,plan_compliance",10,0.013596,unresolved,"oscillation_self_loop,plan_compliance",10,0.013596,unresolved,dwell_L_navigate,20,0.025791
django__django-16801,resolved,"oscillation_self_loop,plan_compliance",7,0.006386,resolved,"oscillation_self_loop,plan_compliance",7,0.006386,resolved,"oscillation_self_loop,plan_compliance",9,0.008918
django__django-16819,resolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",22,0.069541,resolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",22,0.069541,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance,repeated_view",21,0.049169
django__django-16877,resolved,"oscillation_self_loop,plan_compliance",6,0.004612,unresolved,"oscillation_self_loop,plan_compliance",6,0.004612,unresolved,"oscillation_self_loop,plan_compliance",7,0.006966
django__django-16899,resolved,"oscillation_self_loop,plan_compliance",7,0.007997,unresolved,"oscillation_self_loop,plan_compliance",7,0.007997,resolved,"dwell_V,plan_compliance",30,0.047035
django__django-16901,resolved,oscillation_self_loop,18,0.033242,unresolved,oscillation_self_loop,18,0.033242,resolved,"oscillation_self_loop,plan_compliance",7,0.009287
django__django-16938,unresolved,"oscillation_self_loop,plan_compliance",9,0.013921,unresolved,"oscillation_self_loop,plan_compliance",9,0.013921,unresolved,,7,0.004572
django__django-16950,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",17,0.019336,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",17,0.019336,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",19,0.034538
django__django-17029,resolved,"oscillation_self_loop,plan_compliance",8,0.004328,resolved,"oscillation_self_loop,plan_compliance",8,0.004328,resolved,,17,0.017643
django__django-17084,unresolved,"dwell_L_reproduce,plan_compliance",30,0.035242,unresolved,"dwell_L_reproduce,plan_compliance",30,0.035242,unresolved,"dwell_L_reproduce,plan_compliance",36,0.049003
django__django-17087,resolved,"dwell_V,oscillation_self_loop",40,0.085878,unresolved,"dwell_V,oscillation_self_loop",40,0.085878,resolved,"oscillation_self_loop,plan_compliance",7,0.007465
django__django-7530,resolved,"dwell_L_navigate,oscillation_max_repeats,oscillation_self_loop,oscillation_two_plus_node,plan_compliance,repeated_view",366,0.863763,unresolved,"dwell_L_navigate,oscillation_max_repeats,oscillation_self_loop,oscillation_two_plus_node,plan_compliance,repeated_view",366,0.863763,resolved,"dwell_L_navigate,oscillation_max_repeats,oscillation_self_loop,oscillation_two_plus_node,plan_compliance,repeated_view",338,0.713316
django__django-9296,resolved,"oscillation_self_loop,plan_compliance",6,0.004887,resolved,"oscillation_self_loop,plan_compliance",6,0.004887,resolved,"oscillation_self_loop,plan_compliance",6,0.004667
matplotlib__matplotlib-13989,resolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",20,0.043876,resolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",20,0.043876,resolved,"dwell_L_navigate,repeated_view",24,0.069573
matplotlib__matplotlib-14623,unresolved,oscillation_self_loop,19,0.023186,unresolved,oscillation_self_loop,19,0.023186,unresolved,,23,0.034334
matplotlib__matplotlib-20488,resolved,"oscillation_self_loop,plan_compliance",9,0.015005,unresolved,"oscillation_self_loop,plan_compliance",9,0.015005,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",12,0.017990
matplotlib__matplotlib-20676,unresolved,dwell_L_navigate,18,0.038749,unresolved,dwell_L_navigate,18,0.038749,unresolved,"dwell_L_navigate,oscillation_self_loop",17,0.037323
matplotlib__matplotlib-20826,unresolved,"dwell_L_navigate,oscillation_self_loop",26,0.066970,unresolved,"dwell_L_navigate,oscillation_self_loop",26,0.066970,unresolved,,17,0.026540
matplotlib__matplotlib-20859,resolved,,15,0.017521,resolved,,15,0.017521,unresolved,"dwell_V,oscillation_self_loop,repeated_view",52,0.103835
matplotlib__matplotlib-21568,unresolved,plan_compliance,14,0.009875,unresolved,plan_compliance,14,0.009875,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",23,0.044408
matplotlib__matplotlib-22719,resolved,,16,0.030173,resolved,,16,0.030173,resolved,plan_compliance,14,0.017314
matplotlib__matplotlib-22865,unresolved,oscillation_self_loop,11,0.014712,unresolved,oscillation_self_loop,11,0.014712,unresolved,"oscillation_self_loop,plan_compliance",8,0.008373
matplotlib__matplotlib-22871,unresolved,,14,0.015161,unresolved,,14,0.015161,unresolved,"oscillation_self_loop,plan_compliance",14,0.020185
matplotlib__matplotlib-23299,unresolved,"dwell_L_navigate,oscillation_self_loop",25,0.051307,unresolved,"dwell_L_navigate,oscillation_self_loop",25,0.051307,unresolved,dwell_L_navigate,25,0.063900
matplotlib__matplotlib-23314,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",18,0.051297,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",18,0.051297,unresolved,dwell_L_navigate,19,0.032675
matplotlib__matplotlib-23412,resolved,dwell_L_navigate,19,0.030037,resolved,dwell_L_navigate,19,0.030037,resolved,oscillation_self_loop,13,0.014280
matplotlib__matplotlib-23476,unresolved,"dwell_L_navigate,plan_compliance",12,0.020037,unresolved,"dwell_L_navigate,plan_compliance",12,0.020037,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",20,0.033680
matplotlib__matplotlib-24026,resolved,,11,0.008477,resolved,,11,0.008477,resolved,oscillation_self_loop,15,0.018877
matplotlib__matplotlib-24149,unresolved,,12,0.015255,resolved,,12,0.015255,unresolved,,13,0.013843
matplotlib__matplotlib-24177,unresolved,"dwell_V,oscillation_self_loop,plan_compliance",23,0.041832,unresolved,"dwell_V,oscillation_self_loop,plan_compliance",23,0.041832,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",21,0.047911
matplotlib__matplotlib-24570,resolved,"dwell_V,oscillation_self_loop",21,0.033921,resolved,"dwell_V,oscillation_self_loop",21,0.033921,resolved,,17,0.023727
matplotlib__matplotlib-24627,resolved,plan_compliance,12,0.011834,unresolved,plan_compliance,12,0.011834,resolved,dwell_L_navigate,19,0.041899
matplotlib__matplotlib-24637,unresolved,dwell_L_reproduce,20,0.030911,resolved,dwell_L_reproduce,20,0.030911,resolved,,13,0.022842
matplotlib__matplotlib-24870,unresolved,dwell_L_navigate,20,0.037488,unresolved,dwell_L_navigate,20,0.037488,unresolved,"oscillation_self_loop,repeated_view",20,0.033725
matplotlib__matplotlib-24970,resolved,,11,0.010443,resolved,,11,0.010443,resolved,,10,0.011248
matplotlib__matplotlib-25122,resolved,dwell_V,19,0.023732,resolved,dwell_V,19,0.023732,resolved,,22,0.016935
matplotlib__matplotlib-25287,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",16,0.021279,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",16,0.021279,resolved,"dwell_L_navigate,oscillation_self_loop",23,0.035678
matplotlib__matplotlib-25311,unresolved,,12,0.023199,unresolved,,12,0.023199,unresolved,"dwell_L_reproduce,oscillation_self_loop",21,0.030215
matplotlib__matplotlib-25332,unresolved,dwell_L_navigate,15,0.023129,unresolved,dwell_L_navigate,15,0.023129,unresolved,oscillation_self_loop,17,0.025914
matplotlib__matplotlib-25479,unresolved,,31,0.065968,unresolved,,31,0.065968,unresolved,dwell_V,19,0.027231
matplotlib__matplotlib-25775,unresolved,"oscillation_self_loop,plan_compliance",26,0.059655,unresolved,"oscillation_self_loop,plan_compliance",26,0.059655,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",13,0.029811
matplotlib__matplotlib-25960,unresolved,"oscillation_self_loop,repeated_view",27,0.046798,unresolved,"oscillation_self_loop,repeated_view",27,0.046798,unresolved,oscillation_self_loop,17,0.008851
matplotlib__matplotlib-26113,resolved,"oscillation_self_loop,plan_compliance",16,0.035111,resolved,"oscillation_self_loop,plan_compliance",16,0.035111,resolved,repeated_view,22,0.047013
matplotlib__matplotlib-26208,unresolved,,17,0.033685,unresolved,,17,0.033685,unresolved,dwell_L_navigate,31,0.065484
matplotlib__matplotlib-26291,unresolved,"dwell_L_reproduce,oscillation_self_loop,plan_compliance",18,0.010412,unresolved,"dwell_L_reproduce,oscillation_self_loop,plan_compliance",18,0.010412,unresolved,"dwell_L_reproduce,plan_compliance",14,0.008416
matplotlib__matplotlib-26342,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",17,0.029153,resolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",17,0.029153,resolved,"oscillation_self_loop,plan_compliance",10,0.011184
matplotlib__matplotlib-26466,unresolved,plan_compliance,13,0.022773,unresolved,plan_compliance,13,0.022773,unresolved,,19,0.037447
mwaskom__seaborn-3069,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",15,0.030389,unresolved,"dwell_L_navigate,oscillation_self_loop,plan_compliance",15,0.030389,unresolved,"oscillation_self_loop,plan_compliance",11,0.016379
mwaskom__seaborn-3187,unresolved,"dwell_V,oscillation_self_loop",19,0.011113,unresolved,"dwell_V,oscillation_self_loop",19,0.011113,unresolved,,15,0.015028
pallets__flask-5014,resolved,"oscillation_self_loop,plan_compliance",8,0.005592,resolved,"oscillation_self_loop,plan_compliance",8,0.005592,resolved,,12,0.010402
psf__requests-1142,resolved,"oscillation_self_loop,plan_compliance",10,0.012401,resolved,"oscillation_self_loop,plan_compliance",10,0.012401,unresolved,,16,0.014135
psf__requests-1724,resolved,plan_compliance,20,0.020955,unresolved,plan_compliance,20,0.020955,resolved,"oscillation_self_loop,repeated_view",15,0.013502
psf__requests-1766,resolved,,14,0.010474,resolved,,14,0.010474,resolved,"oscillation_self_loop,plan_compliance",8,0.004367
psf__requests-1921,unresolved,,14,0.010779,resolved,,14,0.010779,unresolved,oscillation_self_loop,15,0.010280
psf__requests-2317,unresolved,"oscillation_self_loop,plan_compliance",10,0.008653,unresolved,"oscillation_self_loop,plan_compliance",10,0.008653,unresolved,,10,0.006182
psf__requests-2931,unresolved,oscillation_self_loop,12,0.006912,unresolved,oscillation_self_loop,12,0.006912,unresolved,,14,0.014729
psf__requests-5414,resolved,plan_compliance,11,0.009671,resolved,plan_compliance,11,0.009671,resolved,repeated_view,15,0.013606
psf__requests-6028,unresolved,dwell_V,31,0.034251,unresolved,dwell_V,31,0.034251,unresolved,,29,0.049383
pydata__xarray-2905,unresolved,,11,0.011509,resolved,,11,0.011509,unresolved,oscillation_self_loop,34,0.053910
pydata__xarray-3095,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",37,0.091808,unresolved,"dwell_L_navigate,oscillation_self_loop,repeated_view",37,0.091808,unresolved,oscillation_self_loop,28,0.061341
pydata__xarray-3151,resolved,oscillation_self_loop,16,0.013505,resolved,oscillation_self_loop,16,0.013505,resolved,plan_compliance,24,0.055337
pydata__xarray-3305,resolved,dwell_L_navigate,19,0.035533,resolved,dwell_L_navigate,19,0.035533,resolved,,13,0.015877
pydata__xarray-3677,resolved,,15,0.021062,unresolved,,15,0.021062,resolved,oscillation_self_loop,11,0.004894
pydata__xarray-3993,unresolved,dwell_L_navigate,26,0.047714,unresolved,dwell_L_navigate,26,0.047714,unresolved,"oscillation_self_loop,plan_compliance",16,0.018133
pydata__xarray-4075,resolved,oscillation_self_loop,10,0.008345,resolved,oscillation_self_loop,10,0.008345,resolved,"oscillation_self_loop,plan_compliance",7,0.005515
pydata__xarray-4094,unresolved,"dwell_L_navigate,oscillation_self_loop",22,0.044922,unresolved,"dwell_L_navigate,oscillation_self_loop",22,0.044922,unresolved,"oscillation_self_loop,plan_compliance,repeated_view",19,0.040394
pydata__xarray-4356,resolved,,9,0.007188,resolved,,9,0.007188,resolved,,13,0.009505
pydata__xarray-4629,resolved,,11,0.008589,resolved,,11,0.008589,resolved,,12,0.010409
pydata__xarray-4687,unresolved,oscillation_self_loop,32,0.075335,unresolved,oscillation_self_loop,32,0.075335,unresolved,"dwell_L_navigate,plan_compliance,repeated_view",52,0.180924
pydata__xarray-4695,unresolved,,37,0.089060,unresolved,,37,0.089060,unresolved,"oscillation_self_loop,oscillation_two_plus_node,repeated_view",81,0.292881
pydata__xarray-4966,resolved,,11,0.007370,resolved,,11,0.007370,resolved,,15,0.018387
pydata__xarray-6461,resolved,"oscillation_self_loop,plan_compliance",14,0.007381,resolved,"oscillation_self_loop,plan_compliance",14,0.007381,resolved,,11,0.005313
pydata__xarray-6599,unresolved,"oscillation_self_loop,repeated_view",24,0.060227,unresolved,"oscillation_self_loop,repeated_view",24,0.060227,unresolved,,22,0.043714
pydata__xarray-6721,unresolved,dwell_L_navigate,21,0.030402,unresolved,dwell_L_navigate,21,0.030402,unresolved,"plan_compliance,repeated_view",18,0.032808
pydata__xarray-6744,unresolved,,10,0.008141,unresolved,,10,0.008141,unresolved,oscillation_self_loop,16,0.016542
